"","pays1","pays2","dist"
"11995","China","Namibia","7884.69690423017"
"11996","China","Nauru","5782.9824713972"
"11997","China","Nepal","0"
"11998","China","Netherlands","5115.80276030614"
"11999","China","Nevis","12068.8748837914"
"12000","China","New Caledonia","6571.91999002338"
"12001","China","New Zealand","8048.21222516026"
"12002","China","Nicaragua","11941.5141491322"
"12003","China","Niger","5769.73747033927"
"12004","China","Nigeria","6482.94517357088"
"12005","China","Niue","9033.33391640309"
"12006","China","Norfolk Island","7922.16168102252"
"12007","China","Northern Mariana Islands","2650.11391300895"
"12008","China","North Korea","0"
"12009","China","Norway","3709.97416586449"
"12010","China","Oman","2074.23931721631"
"12011","China","Pakistan","0"
"12012","China","Palau","2516.93082358474"
"12013","China","Palestine","3495.06760402955"
"12014","China","Panama","12559.9210892702"
"12015","China","Papua New Guinea","3853.35262348251"
"12016","China","Paraguay","14875.5576603074"
"12017","China","Peru","13817.053023643"
"12018","China","Philippines","531.612575598438"
"12019","China","Pitcairn Islands","12471.213128897"
"12020","China","Poland","3998.62307179523"
"12021","China","Portugal","6507.87700318539"
"12022","China","Puerto Rico","11954.5656125598"
"12023","China","Qatar","2491.15574823253"
"12024","China","Republic of Congo","6785.51754682602"
"12025","China","Reunion","6261.46521511626"
"12026","China","Romania","3629.56237696494"
"12027","China","Russia","0"
"12028","China","Rwanda","6186.88590823523"
"12029","China","Saba","12046.6492138868"
"12030","China","Saint Barthelemy","12003.7967923635"
"12031","China","Saint Helena","10211.175652015"
"12032","China","Saint Kitts","12056.1344701943"
"12033","China","Saint Lucia","12324.8755240431"
"12034","China","Saint Martin","11990.8073312625"
"12035","China","Saint Pierre and Miquelon","8773.30820313436"
"12036","China","Saint Vincent","12409.6022280674"
"12037","China","Samoa","8440.29866153751"
"12038","China","San Marino","4991.87625289057"
"12039","China","Sao Tome and Principe","7852.64849950937"
"12040","China","Saudi Arabia","2439.13679624219"
"12041","China","Senegal","8633.89952447739"
"12042","China","Serbia","4185.07703759583"
"12043","China","Seychelles","4676.5576480345"
"12044","China","Siachen Glacier","0"
"12045","China","Sierra Leone","8871.9423748374"
"12046","China","Singapore","1956.33273499702"
"12047","China","Sint Eustatius","12050.4200149564"
"12048","China","Sint Maarten","11994.8969976015"
"12049","China","Slovakia","4124.88615105543"
"12050","China","Slovenia","4615.85176473639"
"12051","China","Solomon Islands","5289.80832326013"
"12052","China","Somalia","3553.33424753401"
"12053","China","South Africa","7806.91930001304"
"12054","China","South Georgia","14332.7546371776"
"12055","China","South Korea","298.38948172467"
"12056","China","South Sandwich Islands","13769.5752103506"
"12057","China","South Sudan","4939.53501676394"
"12058","China","Spain","5758.18917695915"
"12059","China","Sri Lanka","2093.48991395045"
"12060","China","Sudan","3963.26819258357"
"12061","China","Suriname","12671.6042207268"
"12062","China","Swaziland","8055.07798490717"
"12063","China","Sweden","3969.73781092648"
"12064","China","Switzerland","5054.92521623294"
"12065","China","Syria","2734.82565020099"
"12066","China","Taiwan","8.72009749130948"
"12067","China","Tajikistan","0"
"12068","China","Tanzania","5752.58071402314"
"12069","China","Thailand","119.103029498254"
"12070","China","Timor-Leste","3401.53009395819"
"12071","China","Tobago","12588.6490918974"
"12072","China","Togo","7758.84789813213"
"12073","China","Tonga","8650.78679726015"
"12074","China","Trinidad","12655.6496767949"
"12075","China","Tunisia","5370.32568613841"
"12076","China","Turkey","2466.03160569081"
"12077","China","Turkmenistan","624.10301700517"
"12078","China","Turks and Caicos Islands","11506.4741911204"
"12079","China","Uganda","5495.36932341212"
"12080","China","UK","5292.87450670536"
"12081","China","Ukraine","2843.70621568683"
"12082","China","United Arab Emirates","2114.63702363676"
"12083","China","Uruguay","15235.1505194301"
"12084","China","USA","2695.83253466746"
"12085","China","Uzbekistan","111.209637475319"
"12086","China","Vanuatu","6735.1407014255"
"12087","China","Vatican","5068.61290233209"
"12088","China","Venezuela","12608.1228553274"
"12089","China","Vietnam","0"
"12090","China","Virgin Islands, British","11957.5702231771"
"12091","China","Virgin Islands, US","11992.8889101063"
"12092","China","Wallis and Futuna","8009.06487455213"
"12093","China","Western Sahara","7494.85626505386"
"12094","China","Yemen","2966.59084009631"
"12095","China","Zambia","6639.88983914811"
"12096","China","Zimbabwe","7224.16211894468"
"12097","Christmas Island","Afghanistan","6077.4534400207"
"12098","Christmas Island","Albania","10307.200676468"
"12099","Christmas Island","Algeria","10839.9435749381"
"12100","Christmas Island","American Samoa","9036.16799229132"
"12101","Christmas Island","Andorra","11924.5272112805"
"12102","Christmas Island","Angola","8850.09720516783"
"12103","Christmas Island","Anguilla","18521.1727170755"
"12104","Christmas Island","Antarctica","6061.45861173168"
"12105","Christmas Island","Antigua","18470.2363485195"
"12106","Christmas Island","Argentina","12693.1844894324"
"12107","Christmas Island","Armenia","8197.0212682147"
"12108","Christmas Island","Aruba","19491.8504600517"
"12109","Christmas Island","Ascension Island","13068.3640542797"
"12110","Christmas Island","Australia","1528.65230468502"
"12111","Christmas Island","Austria","10750.7789589247"
"12112","Christmas Island","Azerbaijan","7984.82400263862"
"12113","Christmas Island","Azores","14263.4192434946"
"12114","Christmas Island","Bahamas","18138.3778682336"
"12115","Christmas Island","Bahrain","7181.05984308904"
"12116","Christmas Island","Bangladesh","3749.49165750628"
"12117","Christmas Island","Barbados","18376.239809058"
"12118","Christmas Island","Barbuda","18446.3610669267"
"12119","Christmas Island","Belarus","9824.53798060122"
"12120","Christmas Island","Belgium","11551.7754373871"
"12121","Christmas Island","Belize","18224.1138945314"
"12122","Christmas Island","Benin","11498.7169854351"
"12123","Christmas Island","Bermuda","17382.5610467104"
"12124","Christmas Island","Bhutan","4382.03003031322"
"12125","Christmas Island","Bolivia","16155.8592776818"
"12126","Christmas Island","Bonaire","19330.7145331917"
"12127","Christmas Island","Bosnia and Herzegovina","10494.2288703701"
"12128","Christmas Island","Botswana","8171.16158824417"
"12129","Christmas Island","Brazil","14627.9780298943"
"12130","Christmas Island","Brunei","1878.52963628672"
"12131","Christmas Island","Bulgaria","9773.76920547856"
"12132","Christmas Island","Burkina Faso","11674.9908200655"
"12133","Christmas Island","Burundi","8287.986098126"
"12134","Christmas Island","Cambodia","2309.15263636007"
"12135","Christmas Island","Cameroon","9992.44389065825"
"12136","Christmas Island","Canada","11922.0323024057"
"12137","Christmas Island","Canary Islands","13388.1380252319"
"12138","Christmas Island","Cape Verde","14409.0376988487"
"12139","Christmas Island","Cayman Islands","18764.3077885992"
"12140","Christmas Island","Central African Republic","8834.22158718581"
"12141","Christmas Island","Chad","9447.06714009284"
"12142","Christmas Island","Chagos Archipelago","3654.02280070775"
"12143","Christmas Island","Chile","12613.0169891112"
"12144","Christmas Island","China","3196.19466409801"
"12145","Christmas Island","Cocos Islands","962.803451025395"
"12146","Christmas Island","Colombia","18300.7554273748"
"12147","Christmas Island","Comoros","6652.1107495449"
"12148","Christmas Island","Cook Islands","10051.3901484428"
"12149","Christmas Island","Costa Rica","18762.9160320111"
"12150","Christmas Island","Croatia","10531.4273707265"
"12151","Christmas Island","Cuba","18308.2311036944"
"12152","Christmas Island","Curacao","19391.6159128614"
"12153","Christmas Island","Cyprus","9019.15289993862"
"12154","Christmas Island","Czech Republic","10653.1482254319"
"12155","Christmas Island","Democratic Republic of the Congo","8205.20978647596"
"12156","Christmas Island","Denmark","10982.2618741825"
"12157","Christmas Island","Djibouti","7312.1259749463"
"12158","Christmas Island","Dominica","18501.6126324686"
"12159","Christmas Island","Dominican Republic","18883.8294369459"
"12160","Christmas Island","Ecuador","17739.1078496262"
"12161","Christmas Island","Egypt","8313.13987789851"
"12162","Christmas Island","El Salvador","18272.9520782183"
"12163","Christmas Island","Equatorial Guinea","10503.3476758876"
"12164","Christmas Island","Eritrea","7365.25843889687"
"12165","Christmas Island","Estonia","10273.5727876688"
"12166","Christmas Island","Ethiopia","6702.47166142945"
"12167","Christmas Island","Falkland Islands","12894.0632344136"
"12168","Christmas Island","Faroe Islands","12160.3822124734"
"12169","Christmas Island","Fiji","7417.05222041959"
"12170","Christmas Island","Finland","10241.1091593936"
"12171","Christmas Island","France","11280.1744766332"
"12172","Christmas Island","French Guiana","17423.0510907092"
"12173","Christmas Island","French Polynesia","11015.8996809588"
"12174","Christmas Island","French Southern and Antarctic Lands","5368.80036900669"
"12175","Christmas Island","Gabon","10110.7742726278"
"12176","Christmas Island","Gambia","13444.0382913829"
"12177","Christmas Island","Georgia","8306.87530425536"
"12178","Christmas Island","Germany","10947.5934054277"
"12179","Christmas Island","Ghana","11710.8365182048"
"12180","Christmas Island","Greece","9586.26293171128"
"12181","Christmas Island","Greenland","11577.9483986334"
"12182","Christmas Island","Grenada","18624.9300653183"
"12183","Christmas Island","Grenadines","18567.1650886498"
"12184","Christmas Island","Guadeloupe","18460.8481482815"
"12185","Christmas Island","Guam","5040.50750847595"
"12186","Christmas Island","Guatemala","18017.9460301208"
"12187","Christmas Island","Guernsey","12193.7498512078"
"12188","Christmas Island","Guinea","12717.3685434064"
"12189","Christmas Island","Guinea-Bissau","13418.4053005188"
"12190","Christmas Island","Guyana","17833.3240242892"
"12191","Christmas Island","Haiti","18923.4639827362"
"12192","Christmas Island","Heard Island","5510.31795843337"
"12193","Christmas Island","Honduras","18337.5979000943"
"12194","Christmas Island","Hungary","10328.6254844663"
"12195","Christmas Island","Iceland","12377.4091034791"
"12196","Christmas Island","India","2307.00604890651"
"12197","Christmas Island","Indonesia","348.008427112709"
"12198","Christmas Island","Iran","6155.45405157066"
"12199","Christmas Island","Iraq","7567.57631302479"
"12200","Christmas Island","Ireland","12359.2099845205"
"12201","Christmas Island","Isle of Man","12237.1721705009"
"12202","Christmas Island","Israel","8759.32531200268"
"12203","Christmas Island","Italy","10509.292305817"
"12204","Christmas Island","Ivory Coast","12129.6308671511"
"12205","Christmas Island","Jamaica","19027.1181367239"
"12206","Christmas Island","Japan","4309.24196588182"
"12207","Christmas Island","Jersey","12161.6804667476"
"12208","Christmas Island","Jordan","8475.51473517035"
"12209","Christmas Island","Kazakhstan","6379.79512484088"
"12210","Christmas Island","Kenya","7144.72093657898"
"12211","Christmas Island","Kiribati","7134.36980796944"
"12212","Christmas Island","Kosovo","10293.1474058439"
"12213","Christmas Island","Kuwait","7505.78206381531"
"12214","Christmas Island","Kyrgyzstan","6364.3668234388"
"12215","Christmas Island","Laos","2693.38516259045"
"12216","Christmas Island","Latvia","10199.692924611"
"12217","Christmas Island","Lebanon","8790.18663658925"
"12218","Christmas Island","Lesotho","8116.24000593098"
"12219","Christmas Island","Liberia","12634.9608448163"
"12220","Christmas Island","Libya","9446.12690907965"
"12221","Christmas Island","Liechtenstein","11306.0993526707"
"12222","Christmas Island","Lithuania","10257.0287011054"
"12223","Christmas Island","Luxembourg","11542.9222280566"
"12224","Christmas Island","Macedonia","10167.6314345162"
"12225","Christmas Island","Madagascar","5988.38617665382"
"12226","Christmas Island","Madeira Islands","13649.2019441461"
"12227","Christmas Island","Malawi","7556.0897219315"
"12228","Christmas Island","Malaysia","1315.3503683792"
"12229","Christmas Island","Maldives","3873.27763030183"
"12230","Christmas Island","Mali","11549.0986062474"
"12231","Christmas Island","Malta","10778.327842698"
"12232","Christmas Island","Marshall Islands","7173.58798251714"
"12233","Christmas Island","Martinique","18491.6369334588"
"12234","Christmas Island","Mauritania","12551.5369919927"
"12235","Christmas Island","Mauritius","5223.96767760859"
"12236","Christmas Island","Mayotte","6572.58056459514"
"12237","Christmas Island","Mexico","15001.4520586985"
"12238","Christmas Island","Micronesia","4202.98200778742"
"12239","Christmas Island","Moldova","9753.96880179573"
"12240","Christmas Island","Monaco","11461.2684066596"
"12241","Christmas Island","Mongolia","5760.65854934068"
"12242","Christmas Island","Montenegro","10410.0352171394"
"12243","Christmas Island","Montserrat","18531.2773622091"
"12244","Christmas Island","Morocco","12190.9614794548"
"12245","Christmas Island","Mozambique","7027.15104956099"
"12246","Christmas Island","Myanmar","2395.72302408812"
"12247","Christmas Island","Namibia","8650.38694534195"
"12248","Christmas Island","Nauru","6856.39813115228"
"12249","Christmas Island","Nepal","4498.63441348219"
"12250","Christmas Island","Netherlands","11491.2851248364"
"12251","Christmas Island","Nevis","18545.7168987741"
"12252","Christmas Island","New Caledonia","5890.4319641905"
"12253","Christmas Island","New Zealand","6922.32274442748"
"12254","Christmas Island","Nicaragua","18549.6042871137"
"12255","Christmas Island","Niger","10356.3067858303"
"12256","Christmas Island","Nigeria","10356.3067858303"
"12257","Christmas Island","Niue","9050.76346363376"
"12258","Christmas Island","Norfolk Island","6753.5637934771"
"12259","Christmas Island","Northern Mariana Islands","5133.31308853456"
"12260","Christmas Island","North Korea","5710.78377886121"
"12261","Christmas Island","Norway","10501.9967573541"
"12262","Christmas Island","Oman","6148.84205823778"
"12263","Christmas Island","Pakistan","5382.1433436589"
"12264","Christmas Island","Palau","3186.9495846076"
"12265","Christmas Island","Palestine","8785.91066361284"
"12266","Christmas Island","Panama","19044.1199036414"
"12267","Christmas Island","Papua New Guinea","3868.19396259587"
"12268","Christmas Island","Paraguay","15353.4719968682"
"12269","Christmas Island","Peru","16777.4579089888"
"12270","Christmas Island","Philippines","2320.92715311332"
"12271","Christmas Island","Pitcairn Islands","12998.501226636"
"12272","Christmas Island","Poland","10305.100298291"
"12273","Christmas Island","Portugal","12589.3708645741"
"12274","Christmas Island","Puerto Rico","18723.5731824343"
"12275","Christmas Island","Qatar","7047.53947186359"
"12276","Christmas Island","Republic of Congo","9752.5960143374"
"12277","Christmas Island","Reunion","5434.73394448387"
"12278","Christmas Island","Romania","9743.02482042996"
"12279","Christmas Island","Russia","6371.03865051663"
"12280","Christmas Island","Rwanda","8301.39037970953"
"12281","Christmas Island","Saba","18581.6507067936"
"12282","Christmas Island","Saint Barthelemy","18527.3023523375"
"12283","Christmas Island","Saint Helena","11912.1468440651"
"12284","Christmas Island","Saint Kitts","18550.4250168474"
"12285","Christmas Island","Saint Lucia","18511.8282892834"
"12286","Christmas Island","Saint Martin","18533.8255415006"
"12287","Christmas Island","Saint Pierre and Miquelon","15604.3171556079"
"12288","Christmas Island","Saint Vincent","18554.406512887"
"12289","Christmas Island","Samoa","8839.97074245675"
"12290","Christmas Island","San Marino","11055.3919669477"
"12291","Christmas Island","Sao Tome and Principe","10940.9909614901"
"12292","Christmas Island","Saudi Arabia","6488.2349243429"
"12293","Christmas Island","Senegal","13171.1780768807"
"12294","Christmas Island","Serbia","10207.4320984143"
"12295","Christmas Island","Seychelles","5551.75004415474"
"12296","Christmas Island","Siachen Glacier","5866.6434297717"
"12297","Christmas Island","Sierra Leone","13002.2995687491"
"12298","Christmas Island","Singapore","1310.15018890103"
"12299","Christmas Island","Sint Eustatius","18564.152513293"
"12300","Christmas Island","Sint Maarten","18536.1761697226"
"12301","Christmas Island","Slovakia","10379.1942157767"
"12302","Christmas Island","Slovenia","10775.1874164521"
"12303","Christmas Island","Solomon Islands","5503.37793088455"
"12304","Christmas Island","Somalia","6428.55331081567"
"12305","Christmas Island","South Africa","7470.90425650696"
"12306","Christmas Island","South Georgia","11922.1268968761"
"12307","Christmas Island","South Korea","5298.49416660485"
"12308","Christmas Island","South Sandwich Islands","11218.549983494"
"12309","Christmas Island","South Sudan","7991.22627939484"
"12310","Christmas Island","Spain","11710.4186304981"
"12311","Christmas Island","Sri Lanka","3245.04957815955"
"12312","Christmas Island","Sudan","8004.12166628572"
"12313","Christmas Island","Suriname","17642.2596871929"
"12314","Christmas Island","Swaziland","7860.71389311866"
"12315","Christmas Island","Sweden","10670.817214596"
"12316","Christmas Island","Switzerland","11239.664177601"
"12317","Christmas Island","Syria","8420.82568561774"
"12318","Christmas Island","Taiwan","3940.94730076231"
"12319","Christmas Island","Tajikistan","6175.6610301793"
"12320","Christmas Island","Tanzania","7114.32094048208"
"12321","Christmas Island","Thailand","1844.32280261422"
"12322","Christmas Island","Timor-Leste","2011.84693734375"
"12323","Christmas Island","Tobago","18515.194616003"
"12324","Christmas Island","Togo","11649.9348855041"
"12325","Christmas Island","Tonga","8460.88685930354"
"12326","Christmas Island","Trinidad","18559.2138191403"
"12327","Christmas Island","Tunisia","11008.9517077437"
"12328","Christmas Island","Turkey","8241.0360192427"
"12329","Christmas Island","Turkmenistan","6679.82999549553"
"12330","Christmas Island","Turks and Caicos Islands","18705.3937266832"
"12331","Christmas Island","Uganda","7933.77060065937"
"12332","Christmas Island","UK","11861.1846107831"
"12333","Christmas Island","Ukraine","9131.0858617844"
"12334","Christmas Island","United Arab Emirates","6607.14092796393"
"12335","Christmas Island","Uruguay","14569.8205853852"
"12336","Christmas Island","USA","9427.20069970594"
"12337","Christmas Island","Uzbekistan","6579.23857131978"
"12338","Christmas Island","Vanuatu","6603.68372762903"
"12339","Christmas Island","Vatican","11039.8896920547"
"12340","Christmas Island","Venezuela","18389.523562192"
"12341","Christmas Island","Vietnam","2104.5571448472"
"12342","Christmas Island","Virgin Islands, British","18599.1795938878"
"12343","Christmas Island","Virgin Islands, US","18656.7374025493"
"12344","Christmas Island","Wallis and Futuna","8248.92783543414"
"12345","Christmas Island","Western Sahara","12935.0173991508"
"12346","Christmas Island","Yemen","6193.889748595"
"12347","Christmas Island","Zambia","7843.13355715849"
"12348","Christmas Island","Zimbabwe","7814.28601923025"
"12349","Cocos Islands","Afghanistan","5684.59291279526"
"12350","Cocos Islands","Albania","9712.1995838438"
"12351","Cocos Islands","Algeria","10032.1652473571"
"12352","Cocos Islands","American Samoa","9925.24404285547"
"12353","Cocos Islands","Andorra","11326.8186876709"
"12354","Cocos Islands","Angola","7880.47336979426"
"12355","Cocos Islands","Anguilla","17760.4625480503"
"12356","Cocos Islands","Antarctica","5894.62410284673"
"12357","Cocos Islands","Antigua","17655.6450317"
"12358","Cocos Islands","Argentina","12363.8548952614"
"12359","Cocos Islands","Armenia","7690.76912394631"
"12360","Cocos Islands","Aruba","18591.1547111214"
"12361","Cocos Islands","Ascension Island","12096.9721722868"
"12362","Cocos Islands","Australia","2107.38060482007"
"12363","Cocos Islands","Austria","10244.6648850275"
"12364","Cocos Islands","Azerbaijan","7494.22256394629"
"12365","Cocos Islands","Azores","13632.5382185532"
"12366","Cocos Islands","Bahamas","18268.35543114"
"12367","Cocos Islands","Bahrain","6535.47741254952"
"12368","Cocos Islands","Bangladesh","3674.22009592753"
"12369","Cocos Islands","Barbados","17454.4085152579"
"12370","Cocos Islands","Barbuda","17649.7004862146"
"12371","Cocos Islands","Belarus","9436.57403170652"
"12372","Cocos Islands","Belgium","11068.7065118539"
"12373","Cocos Islands","Belize","19105.099246985"
"12374","Cocos Islands","Benin","10582.4578838209"
"12375","Cocos Islands","Bermuda","17081.5263688541"
"12376","Cocos Islands","Bhutan","4342.62783218498"
"12377","Cocos Islands","Bolivia","15503.9493184174"
"12378","Cocos Islands","Bonaire","18406.9333824242"
"12379","Cocos Islands","Bosnia and Herzegovina","9935.12193196538"
"12380","Cocos Islands","Botswana","7209.56670366825"
"12381","Cocos Islands","Brazil","14028.4821661514"
"12382","Cocos Islands","Brunei","2647.27108197619"
"12383","Cocos Islands","Bulgaria","9217.72817988014"
"12384","Cocos Islands","Burkina Faso","10764.8516609998"
"12385","Cocos Islands","Burundi","7334.05019234324"
"12386","Cocos Islands","Cambodia","2614.60452463523"
"12387","Cocos Islands","Cameroon","9045.5737350731"
"12388","Cocos Islands","Canada","12090.888571598"
"12389","Cocos Islands","Canary Islands","12620.2734117997"
"12390","Cocos Islands","Cape Verde","13509.7382987301"
"12391","Cocos Islands","Cayman Islands","19088.0229265176"
"12392","Cocos Islands","Central African Republic","7914.44602417516"
"12393","Cocos Islands","Chad","8563.70514520457"
"12394","Cocos Islands","Chagos Archipelago","2719.73196747149"
"12395","Cocos Islands","Chile","12320.9981561336"
"12396","Cocos Islands","China","3628.97151940576"
"12397","Cocos Islands","Christmas Island","962.803451025395"
"12398","Cocos Islands","Colombia","17686.2804082468"
"12399","Cocos Islands","Comoros","5681.12911515274"
"12400","Cocos Islands","Cook Islands","10866.1535254195"
"12401","Cocos Islands","Costa Rica","19546.6395191634"
"12402","Cocos Islands","Croatia","9972.55933203474"
"12403","Cocos Islands","Cuba","18700.4309628239"
"12404","Cocos Islands","Curacao","18466.0091959099"
"12405","Cocos Islands","Cyprus","8407.98700926449"
"12406","Cocos Islands","Czech Republic","10175.2918918229"
"12407","Cocos Islands","Democratic Republic of the Congo","7237.97037689384"
"12408","Cocos Islands","Denmark","10581.0966873527"
"12409","Cocos Islands","Djibouti","6472.29104032818"
"12410","Cocos Islands","Dominica","17637.9684060301"
"12411","Cocos Islands","Dominican Republic","18284.0515676801"
"12412","Cocos Islands","Ecuador","18052.1621772695"
"12413","Cocos Islands","Egypt","7554.20133574257"
"12414","Cocos Islands","El Salvador","19249.6033607533"
"12415","Cocos Islands","Equatorial Guinea","9550.43840086795"
"12416","Cocos Islands","Eritrea","6536.26772167913"
"12417","Cocos Islands","Estonia","9942.52478709631"
"12418","Cocos Islands","Ethiopia","5845.74548732867"
"12419","Cocos Islands","Falkland Islands","12496.8990149622"
"12420","Cocos Islands","Faroe Islands","11875.8736949908"
"12421","Cocos Islands","Fiji","8262.93050552467"
"12422","Cocos Islands","Finland","9992.48175229984"
"12423","Cocos Islands","France","10683.1469672444"
"12424","Cocos Islands","French Guiana","16451.2094993666"
"12425","Cocos Islands","French Polynesia","11850.4304407827"
"12426","Cocos Islands","French Southern and Antarctic Lands","4756.27437976167"
"12427","Cocos Islands","Gabon","9151.52861856841"
"12428","Cocos Islands","Gambia","12529.949701788"
"12429","Cocos Islands","Georgia","7830.78011976597"
"12430","Cocos Islands","Germany","10487.5042559636"
"12431","Cocos Islands","Ghana","10769.7266491182"
"12432","Cocos Islands","Greece","8958.17350155539"
"12433","Cocos Islands","Greenland","11626.5363880696"
"12434","Cocos Islands","Grenada","17689.3723624908"
"12435","Cocos Islands","Grenadines","17645.9405053782"
"12436","Cocos Islands","Guadeloupe","17617.2465846015"
"12437","Cocos Islands","Guam","5974.54761540552"
"12438","Cocos Islands","Guatemala","18967.1906403365"
"12439","Cocos Islands","Guernsey","11698.0595714871"
"12440","Cocos Islands","Guinea","11779.8880131204"
"12441","Cocos Islands","Guinea-Bissau","12494.0765691853"
"12442","Cocos Islands","Guyana","16878.967313817"
"12443","Cocos Islands","Haiti","18544.4614744067"
"12444","Cocos Islands","Heard Island","4978.17744793117"
"12445","Cocos Islands","Honduras","19297.6310450237"
"12446","Cocos Islands","Hungary","9838.27702373315"
"12447","Cocos Islands","Iceland","12161.6899630712"
"12448","Cocos Islands","India","2113.4844193518"
"12449","Cocos Islands","Indonesia","945.244417707656"
"12450","Cocos Islands","Iran","5626.79630902482"
"12451","Cocos Islands","Iraq","6960.58357545604"
"12452","Cocos Islands","Ireland","11936.3300302911"
"12453","Cocos Islands","Isle of Man","11818.0594656109"
"12454","Cocos Islands","Israel","8076.46497433458"
"12455","Cocos Islands","Italy","9901.28213747614"
"12456","Cocos Islands","Ivory Coast","11182.4327409801"
"12457","Cocos Islands","Jamaica","19030.0274582717"
"12458","Cocos Islands","Japan","4972.30152402959"
"12459","Cocos Islands","Jersey","11660.9464428782"
"12460","Cocos Islands","Jordan","7844.14403386345"
"12461","Cocos Islands","Kazakhstan","6249.66367109808"
"12462","Cocos Islands","Kenya","6206.22233133587"
"12463","Cocos Islands","Kiribati","8104.53317849266"
"12464","Cocos Islands","Kosovo","9726.50553287097"
"12465","Cocos Islands","Kuwait","6880.3648399382"
"12466","Cocos Islands","Kyrgyzstan","6183.45959051769"
"12467","Cocos Islands","Laos","3049.86024568774"
"12468","Cocos Islands","Latvia","9844.11289347652"
"12469","Cocos Islands","Lebanon","8168.70545687482"
"12470","Cocos Islands","Lesotho","7182.20425152644"
"12471","Cocos Islands","Liberia","11680.9588457178"
"12472","Cocos Islands","Libya","8631.92355536414"
"12473","Cocos Islands","Liechtenstein","10778.4233090421"
"12474","Cocos Islands","Lithuania","9884.33943403888"
"12475","Cocos Islands","Luxembourg","11051.4518447781"
"12476","Cocos Islands","Macedonia","9587.41817421763"
"12477","Cocos Islands","Madagascar","5015.56219541708"
"12478","Cocos Islands","Madeira Islands","12928.0073912643"
"12479","Cocos Islands","Malawi","6583.4868979492"
"12480","Cocos Islands","Malaysia","1658.8848971387"
"12481","Cocos Islands","Maldives","3096.68057568536"
"12482","Cocos Islands","Mali","10672.4651287778"
"12483","Cocos Islands","Malta","10108.5728200958"
"12484","Cocos Islands","Marshall Islands","8147.0833584641"
"12485","Cocos Islands","Martinique","17600.8172885687"
"12486","Cocos Islands","Mauritania","11671.6901781748"
"12487","Cocos Islands","Mauritius","4257.76850038557"
"12488","Cocos Islands","Mayotte","5601.16449925893"
"12489","Cocos Islands","Mexico","15883.4485607877"
"12490","Cocos Islands","Micronesia","5139.4162698058"
"12491","Cocos Islands","Moldova","9265.71223289844"
"12492","Cocos Islands","Monaco","10883.829212517"
"12493","Cocos Islands","Mongolia","6006.31179969505"
"12494","Cocos Islands","Montenegro","9842.43273131203"
"12495","Cocos Islands","Montserrat","17711.3576439224"
"12496","Cocos Islands","Morocco","11462.2525797216"
"12497","Cocos Islands","Mozambique","6054.33875755527"
"12498","Cocos Islands","Myanmar","2437.34605516547"
"12499","Cocos Islands","Namibia","7680.66143810475"
"12500","Cocos Islands","Nauru","7828.53100456259"
"12501","Cocos Islands","Nepal","4366.14694231711"
"12502","Cocos Islands","Netherlands","11050.4534399485"
"12503","Cocos Islands","Nevis","17742.5862017043"
"12504","Cocos Islands","New Caledonia","6765.07241194006"
"12505","Cocos Islands","New Zealand","7465.20438146469"
"12506","Cocos Islands","Nicaragua","19527.9382114818"
"12507","Cocos Islands","Niger","9457.62820008135"
"12508","Cocos Islands","Nigeria","9457.62820008135"
"12509","Cocos Islands","Niue","9902.16833535457"
"12510","Cocos Islands","Norfolk Island","7526.59055735288"
"12511","Cocos Islands","Northern Mariana Islands","6064.01281939862"
"12512","Cocos Islands","North Korea","6269.35955707116"
"12513","Cocos Islands","Norway","10359.6152017744"
"12514","Cocos Islands","Oman","5494.12670727655"
"12515","Cocos Islands","Pakistan","4917.44636178383"
"12516","Cocos Islands","Palau","4140.84116423197"
"12517","Cocos Islands","Palestine","8127.67021657722"
"12518","Cocos Islands","Panama","19217.1813640396"
"12519","Cocos Islands","Papua New Guinea","4826.77167734155"
"12520","Cocos Islands","Paraguay","14724.0917742893"
"12521","Cocos Islands","Peru","16343.827275946"
"12522","Cocos Islands","Philippines","3135.10013440725"
"12523","Cocos Islands","Pitcairn Islands","13654.6476187466"
"12524","Cocos Islands","Poland","9855.05739126294"
"12525","Cocos Islands","Portugal","11978.2829402606"
"12526","Cocos Islands","Puerto Rico","17999.8150537105"
"12527","Cocos Islands","Qatar","6393.46585429677"
"12528","Cocos Islands","Republic of Congo","8814.29774677928"
"12529","Cocos Islands","Reunion","4470.84512985209"
"12530","Cocos Islands","Romania","9232.35727590793"
"12531","Cocos Islands","Russia","6842.09173191018"
"12532","Cocos Islands","Rwanda","7350.83628896514"
"12533","Cocos Islands","Saba","17803.1335213009"
"12534","Cocos Islands","Saint Barthelemy","17751.8977396444"
"12535","Cocos Islands","Saint Helena","10950.3192650593"
"12536","Cocos Islands","Saint Kitts","17751.0364586159"
"12537","Cocos Islands","Saint Lucia","17610.2491980537"
"12538","Cocos Islands","Saint Martin","17768.0696842397"
"12539","Cocos Islands","Saint Pierre and Miquelon","15391.4718232314"
"12540","Cocos Islands","Saint Vincent","17638.1731550322"
"12541","Cocos Islands","Samoa","9736.93105801132"
"12542","Cocos Islands","San Marino","10487.14253015"
"12543","Cocos Islands","Sao Tome and Principe","9987.59490171773"
"12544","Cocos Islands","Saudi Arabia","5800.00797745904"
"12545","Cocos Islands","Senegal","12252.4907264287"
